Date,Close
10/19/2018 16:00:00,38.45
10/22/2018 16:00:00,38.72
10/23/2018 16:00:00,38
10/24/2018 16:00:00,36.48
10/25/2018 16:00:00,37.39
10/26/2018 16:00:00,36.67
10/29/2018 16:00:00,36.33
10/30/2018 16:00:00,37.78
10/31/2018 16:00:00,38.1
11/1/2018 16:00:00,39.05
11/2/2018 16:00:00,38.78
11/5/2018 16:00:00,38.48
11/6/2018 16:00:00,38.73
11/7/2018 16:00:00,39.18
11/8/2018 16:00:00,38.7
11/9/2018 16:00:00,38.07
11/12/2018 16:00:00,37.06
11/13/2018 16:00:00,37.4
11/14/2018 16:00:00,37.84
11/15/2018 16:00:00,38.52
11/16/2018 16:00:00,36.87
11/19/2018 16:00:00,36.05
11/20/2018 16:00:00,35.64
11/21/2018 16:00:00,36.17
11/23/2018 13:00:00,35.96
11/26/2018 16:00:00,36.84
11/27/2018 16:00:00,36.8
11/28/2018 16:00:00,38.01
11/29/2018 16:00:00,37.93
11/30/2018 16:00:00,37.59
12/3/2018 16:00:00,38.73
12/4/2018 16:00:00,37.44
12/6/2018 16:00:00,36.86
12/7/2018 16:00:00,36.52
12/10/2018 16:00:00,36.43
12/11/2018 16:00:00,36.7
12/12/2018 16:00:00,37.38
12/13/2018 16:00:00,37.33
12/14/2018 16:00:00,36.53
12/17/2018 16:00:00,36.22
12/18/2018 16:00:00,36.76
12/19/2018 16:00:00,36.23
12/20/2018 16:00:00,35.88
12/21/2018 16:00:00,35.71
12/24/2018 13:00:00,35.29
12/26/2018 16:00:00,36.76
12/27/2018 16:00:00,36.78
12/28/2018 16:00:00,37.14
12/31/2018 16:00:00,36.91
1/2/2019 16:00:00,36.52
1/3/2019 16:00:00,34.36
1/4/2019 16:00:00,34.97
1/7/2019 16:00:00,35.23
1/8/2019 16:00:00,34.94
1/9/2019 16:00:00,35.61
1/10/2019 16:00:00,36.42
1/11/2019 16:00:00,36.61
1/14/2019 16:00:00,35.76
1/15/2019 16:00:00,36.04
1/16/2019 16:00:00,35.64
1/17/2019 16:00:00,36.29
1/18/2019 16:00:00,36.84
1/22/2019 16:00:00,36.37
1/23/2019 16:00:00,36.49
1/24/2019 16:00:00,37.64
1/25/2019 16:00:00,38.14
1/28/2019 16:00:00,37.44
1/29/2019 16:00:00,36.33
1/30/2019 16:00:00,37.38
1/31/2019 16:00:00,37.62
2/1/2019 16:00:00,37.57
2/4/2019 16:00:00,37.94
2/5/2019 16:00:00,38.25
2/6/2019 16:00:00,38.74
2/7/2019 16:00:00,38.12
2/8/2019 16:00:00,37.79
2/11/2019 16:00:00,38.29
2/12/2019 16:00:00,38.64
2/13/2019 16:00:00,38.13
2/14/2019 16:00:00,38.06
2/15/2019 16:00:00,38.09
2/19/2019 16:00:00,38.46
2/20/2019 16:00:00,39
2/21/2019 16:00:00,38.98
2/22/2019 16:00:00,39.39
2/25/2019 16:00:00,39.58
2/26/2019 16:00:00,39.6
2/27/2019 16:00:00,39.45
2/28/2019 16:00:00,39.05
3/1/2019 16:00:00,39.39
3/4/2019 16:00:00,39.15
3/5/2019 16:00:00,39.02
3/6/2019 16:00:00,38.79
3/7/2019 16:00:00,38.63
3/8/2019 16:00:00,38.2
3/11/2019 16:00:00,38.64
3/12/2019 16:00:00,38.9
3/13/2019 16:00:00,39.21
3/14/2019 16:00:00,38.82
3/15/2019 16:00:00,39.65
3/18/2019 16:00:00,39.85
3/19/2019 16:00:00,39.76
3/20/2019 16:00:00,39.85
3/21/2019 16:00:00,41.04
3/22/2019 16:00:00,40.43
3/25/2019 16:00:00,39.92
3/26/2019 16:00:00,40.4
3/27/2019 16:00:00,40.2
3/28/2019 16:00:00,40.34
3/29/2019 16:00:00,40.96
4/1/2019 16:00:00,41.37
4/2/2019 16:00:00,41.27
4/3/2019 16:00:00,41.79
4/4/2019 16:00:00,42.04
4/5/2019 16:00:00,42.23
4/8/2019 16:00:00,42.39
4/9/2019 16:00:00,42.21
4/10/2019 16:00:00,42.37
4/11/2019 16:00:00,42.1
4/12/2019 16:00:00,42.58
4/15/2019 16:00:00,42.61
4/16/2019 16:00:00,43.01
4/17/2019 16:00:00,44.39
4/18/2019 16:00:00,45.4
4/22/2019 16:00:00,45.15
